股票代码,公司名称,持有数量,占总股比例,质押占其直接持股比例,股份类型,十大股东排名,日期
600392,天津自贸区鑫泽通企业管理合伙企业(有限合伙),4664.57万,2.66%,99.24%,受限流通股,7,2019-09-30
600392,上海铄京实业有限公司,3994.90万,2.28%,100.00%,受限流通股,8,2019-09-30
600392,深圳市方东和太投资中心(有限合伙),2600.00万,1.48%,100.00%,受限流通股,9,2019-09-30
600393,广州城启集团有限公司,5.13亿,20.24%,100.00%,受限流通股,1,2019-09-30
600393,广州粤泰控股集团有限公司,5.09亿,20.05%,100.00%,"受限流通股,流通A股",2,2019-09-30
600393,西藏棕枫创业投资有限公司,1.56亿,6.14%,100.00%,受限流通股,3,2019-09-30
600393,广州豪城房产开发有限公司,1.40亿,5.52%,100.00%,受限流通股,4,2019-09-30
600393,广州建豪房地产开发有限公司,1.28亿,5.05%,100.00%,受限流通股,5,2019-09-30
600393,广州恒发房地产开发有限公司,1.25亿,4.93%,100.00%,受限流通股,6,2019-09-30
600393,广州新意实业发展有限公司,5642.97万,2.22%,100.00%,受限流通股,7,2019-09-30
600393,香港中央结算有限公司,3870.58万,1.53%,无质押,流通A股,8,2019-09-30
600393,锐懿资产-宁波银行-山东信托-山东信托恒赢19号集合资金信托计划,3021.02万,1.19%,无质押,流通A股,9,2019-09-30
600395,贵州盘江投资控股(集团)有限公司,9.61亿,58.07%,39.90%,流通A股,1,2019-09-30
600395,兖矿集团有限公司,1.92亿,11.60%,无质押,流通A股,2,2019-09-30
600395,香港中央结算有限公司,1825.06万,1.10%,无质押,流通A股,3,2019-09-30
600395,中国建设银行股份有限公司贵州省分行,1620.15万,0.98%,无质押,流通A股,4,2019-09-30
600395,四川川投峨眉铁合金(集团)有限责任公司,548.98万,0.33%,无质押,流通A股,5,2019-09-30
600395,太平洋资管-农业银行-卓越财富股息价值股票型产品,420.00万,0.25%,无质押,流通A股,6,2019-09-30
600396,辽宁能源投资(集团)有限责任公司,2.96亿,20.10%,-,流通A股,2,2019-09-30
600396,华电金山能源有限公司,2.59亿,17.58%,-,流通A股,3,2019-09-30
600396,深圳市联信投资有限公司,6183.41万,4.20%,-,流通A股,4,2019-09-30
600396,中国证券金融股份有限公司,407.63万,0.28%,-,流通A股,5,2019-09-30
600397,江西省能源集团有限公司,3.89亿,39.34%,-,流通A股,1,2019-09-30
600398,海澜集团有限公司,17.66亿,39.95%,53.79%,流通A股,1,2019-09-30
600398,全国社保基金一一零组合,2940.59万,0.67%,无质押,流通A股,10,2019-09-30
600398,荣基国际(香港)有限公司,11.08亿,25.06%,无质押,流通A股,2,2019-09-30
600398,深圳市腾讯普和有限合伙企业(有限合伙),2.39亿,5.40%,无质押,流通A股,3,2019-09-30
600398,江阴恒盛国际贸易有限公司,1.62亿,3.67%,无质押,流通A股,4,2019-09-30
600398,国星集团有限公司,1.43亿,3.23%,无质押,流通A股,5,2019-09-30
600398,全国社保基金一零二组合,1.23亿,2.78%,无质押,流通A股,6,2019-09-30
600398,中国证券金融股份有限公司,1.14亿,2.58%,无质押,流通A股,7,2019-09-30
600398,香港中央结算有限公司,1.05亿,2.37%,无质押,流通A股,8,2019-09-30
600398,江阴市晟汇国际贸易有限公司,6801.62万,1.54%,无质押,流通A股,9,2019-09-30
600399,兴业银行股份有限公司沈阳分行,3015.51万,1.53%,无质押,流通A股,10,2019-09-30
600399,中国银行股份有限公司抚顺分行,1.23亿,6.23%,无质押,流通A股,2,2019-09-30
600399,渤海银行股份有限公司大连分行,4402.24万,2.23%,无质押,流通A股,3,2019-09-30
600399,中国建设银行股份有限公司辽宁省分行,4076.85万,2.07%,无质押,流通A股,4,2019-09-30
600399,中国民生银行股份有限公司大连分行,4032.43万,2.04%,无质押,流通A股,5,2019-09-30
600399,华夏银行股份有限公司沈阳分行,4018.13万,2.04%,无质押,流通A股,6,2019-09-30
600399,中国工商银行股份有限公司辽宁省分行,3992.13万,2.02%,无质押,流通A股,7,2019-09-30
600399,辽阳银行股份有限公司抚顺分行,3072.87万,1.56%,无质押,流通A股,8,2019-09-30
600399,抚顺银行股份有限公司望花支行,3021.13万,1.53%,无质押,流通A股,9,2019-09-30
600400,红豆集团有限公司,12.63亿,49.86%,65.23%,流通A股,1,2019-09-30
600400,江苏红豆实业股份有限公司-第三期员工持股计划,2640.50万,1.04%,无质押,流通A股,10,2019-09-30
600400,红豆集团有限公司-红豆集团有限公司2018年非公开发行可交换公司债券质押专户,3.04亿,11.99%,无质押,流通A股,2,2019-09-30
600400,江苏红豆实业股份有限公司回购专用证券账户,1.02亿,4.03%,无质押,流通A股,3,2019-09-30
600400,国通信托有限责任公司-国通信托·慧赢10号单一资金信托,4800.00万,1.89%,无质押,流通A股,5,2019-09-30
600400,华能贵诚信托有限公司-华能信托·嘉会1号集合资金信托计划,4284.00万,1.69%,无质押,流通A股,6,2019-09-30
600400,西藏信托有限公司-西藏信托-莱沃37号集合资金信托计划,3677.03万,1.45%,无质押,流通A股,7,2019-09-30
600400,陕西省国际信托股份有限公司-陕国投·金玉32号证券投资集合资金信托计划,3670.00万,1.45%,无质押,流通A股,8,2019-09-30
600400,农银无锡股权投资基金企业(有限合伙),3109.79万,1.23%,无质押,流通A股,9,2019-09-30
600403,义马煤业集团股份有限公司,15.07亿,63.04%,49.00%,流通A股,1,2019-09-30
600403,义马煤业集团青海义海能源有限责任公司,5.60亿,23.44%,48.19%,流通A股,2,2019-09-30
600403,中国证券金融股份有限公司,4023.54万,1.68%,无质押,流通A股,3,2019-09-30
600403,中国信达资产管理股份有限公司,2181.29万,0.91%,无质押,流通A股,4,2019-09-30
600403,中国华融资产管理股份有限公司,1524.28万,0.64%,无质押,流通A股,5,2019-09-30
600403,上海富欣通信技术发展有限公司,1522.51万,0.64%,无质押,流通A股,6,2019-09-30
600403,中央汇金资产管理有限责任公司,1464.20万,0.61%,无质押,流通A股,7,2019-09-30
600403,中广有线信息网络有限公司,1262.78万,0.53%,无质押,流通A股,8,2019-09-30
600405,北京动力源科技股份有限公司回购专用证券账户,587.50万,1.05%,无质押,流通A股,5,2019-09-30
600405,华宝信托有限责任公司-“华宝丰进”31号单一资金信托,460.00万,0.82%,无质押,流通A股,6,2019-09-30
600405,华宝信托有限责任公司-“华宝丰进”35号单一资金信托,271.01万,0.48%,无质押,流通A股,7,2019-09-30
600405,UBS AG,140.54万,0.25%,无质押,流通A股,8,2019-09-30
600405,华宝信托有限责任公司-“华宝丰进”69号单一资金信托,140.05万,0.25%,无质押,流通A股,9,2019-09-30
600406,南瑞集团有限公司,23.93亿,51.78%,-,"受限流通股,流通A股",1,2019-09-30
600406,中国工商银行股份有限公司-中欧时代先锋股票型发起式证券投资基金,4268.56万,0.92%,-,流通A股,10,2019-09-30
600406,香港中央结算有限公司,2.79亿,6.05%,-,流通A股,2,2019-09-30
600406,国网电力科学研究院有限公司,2.52亿,5.45%,-,受限流通股,3,2019-09-30
600406,中国证券金融股份有限公司,1.37亿,2.97%,-,流通A股,4,2019-09-30
600406,上海重阳战略投资有限公司,7754.85万,1.68%,-,流通A股,6,2019-09-30
600406,中国国有企业结构调整基金股份有限公司,7504.69万,1.62%,-,流通A股,7,2019-09-30
600406,泰达宏利基金-招商银行-泰达宏利国创投资1号定增资产管理计划,5239.26万,1.13%,-,流通A股,8,2019-09-30
600406,中央汇金资产管理有限责任公司,4517.31万,0.98%,-,流通A股,9,2019-09-30
600408,MORGAN STANLEY & CO. INTERNATIONAL PLC.,300.15万,0.30%,无质押,流通A股,8,2019-09-30
600409,唐山三友碱业(集团)有限公司,7.47亿,36.20%,-,"受限流通股,流通A股",1,2019-09-30
600409,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1314.01万,0.64%,-,流通A股,10,2019-09-30
600409,唐山三友集团有限公司,1.67亿,8.10%,-,流通A股,2,2019-09-30
600409,中央汇金资产管理有限责任公司,6081.33万,2.95%,-,流通A股,3,2019-09-30
600409,厦门象屿集团有限公司,2242.25万,1.09%,-,流通A股,4,2019-09-30
600409,中国建设银行股份有限公司-中欧价值发现股票型证券投资基金,2237.23万,1.08%,-,流通A股,5,2019-09-30
600409,中国人民财产保险股份有限公司-传统-收益组合,2211.60万,1.07%,-,流通A股,6,2019-09-30
600409,唐山投资有限公司,1995.88万,0.97%,-,流通A股,7,2019-09-30
600409,香港中央结算有限公司,1598.83万,0.77%,-,流通A股,9,2019-09-30
600410,香港中央结算有限公司,964.54万,0.88%,无质押,流通A股,10,2019-09-30
600410,西藏信托有限公司-西藏信托-莱沃34号集合资金信托计划,4117.10万,3.75%,无质押,流通A股,2,2019-09-30
600410,西藏山南硅谷天堂昌吉投资管理有限公司-硅谷天堂溢鑫资产管理计划,1910.90万,1.74%,无质押,流通A股,4,2019-09-30
600410,中央汇金资产管理有限责任公司,1815.90万,1.65%,无质押,流通A股,5,2019-09-30
600410,中国证券金融股份有限公司,1501.27万,1.37%,无质押,流通A股,6,2019-09-30
600410,建信基金-平安银行-渤海国际信托-渤海信托·汇义电子精选8号结构化证券投资集合资金信托计划,1266.21万,1.15%,无质押,流通A股,7,2019-09-30
600410,建信基金-平安银行-渤海国际信托-渤海信托·汇义电子精选7号结构化证券投资集合资金信托计划,1266.21万,1.15%,无质押,流通A股,8,2019-09-30
600410,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,1179.03万,1.07%,无质押,流通A股,9,2019-09-30
600415,义乌市市场发展集团有限公司,30.38亿,55.82%,-,流通A股,1,2019-09-30
600415,南方基金-农业银行-南方中证金融资产管理计划,2767.28万,0.51%,-,流通A股,10,2019-09-30
600415,中欧基金-农业银行-中欧中证金融资产管理计划,2767.28万,0.51%,-,流通A股,11,2019-09-30
600415,广发基金-农业银行-广发中证金融资产管理计划,2767.28万,0.51%,-,流通A股,12,2019-09-30
600415,嘉实基金-农业银行-嘉实中证金融资产管理计划,2767.28万,0.51%,-,流通A股,13,2019-09-30
600415,中国证券金融股份有限公司,2.67亿,4.90%,-,流通A股,2,2019-09-30
600415,浙江省财务开发公司,1.47亿,2.71%,-,流通A股,3,2019-09-30
600415,中央汇金资产管理有限责任公司,6637.10万,1.22%,-,流通A股,4,2019-09-30
600415,香港中央结算有限公司,5018.43万,0.92%,-,流通A股,5,2019-09-30
600415,大成基金-农业银行-大成中证金融资产管理计划,2767.28万,0.51%,-,流通A股,6,2019-09-30
600415,工银瑞信基金-农业银行-工银瑞信中证金融资产管理计划,2767.28万,0.51%,-,流通A股,7,2019-09-30
600415,博时基金-农业银行-博时中证金融资产管理计划,2767.28万,0.51%,-,流通A股,8,2019-09-30
600415,易方达基金-农业银行-易方达中证金融资产管理计划,2767.28万,0.51%,-,流通A股,9,2019-09-30
600416,湘电集团有限公司,3.17亿,33.54%,98.17%,流通A股,1,2019-09-30
600416,中国农业银行股份有限公司-中证500交易型开放式指数证券投资基金,714.57万,0.76%,无质押,流通A股,10,2019-09-30
600416,交通银行股份有限公司-博时新兴成长混合型证券投资基金,3502.80万,3.70%,无质押,流通A股,2,2019-09-30
600416,全国社保基金五零三组合,3100.00万,3.28%,无质押,流通A股,3,2019-09-30
600416,华夏人寿保险股份有限公司-万能保险产品,2176.92万,2.30%,无质押,流通A股,4,2019-09-30
600416,中国证券金融股份有限公司,2085.66万,2.21%,无质押,流通A股,5,2019-09-30
600416,兴业银行股份有限公司-兴全趋势投资混合型证券投资基金,1486.01万,1.57%,无质押,流通A股,6,2019-09-30
600416,中央汇金资产管理有限责任公司,968.55万,1.02%,无质押,流通A股,7,2019-09-30
600416,兴业银行股份有限公司-兴全新视野灵活配置定期开放混合型发起式证券投资基金,841.97万,0.89%,无质押,流通A股,8,2019-09-30
600418,安徽江淮汽车集团控股有限公司,4.78亿,25.23%,无质押,流通A股,1,2019-09-30
600418,香港中央结算有限公司,2804.80万,1.48%,无质押,流通A股,10,2019-09-30
600418,建投投资有限责任公司,1.34亿,7.10%,无质押,流通A股,2,2019-09-30
600418,安徽省铁路发展基金股份有限公司,8474.58万,4.48%,50.00%,流通A股,3,2019-09-30
600418,天安人寿保险股份有限公司-传统产品,7982.71万,4.22%,无质押,流通A股,4,2019-09-30
600418,合肥市国有资产控股有限公司,7372.69万,3.89%,无质押,流通A股,5,2019-09-30
600418,青岛城投金融控股集团有限公司,4312.62万,2.28%,无质押,流通A股,6,2019-09-30
600418,申万菱信基金-招商银行-华润深国投信托-华润信托·博荟13号集合资金信托计划,4312.02万,2.28%,无质押,流通A股,7,2019-09-30
600418,华夏人寿保险股份有限公司-万能保险产品,3595.52万,1.90%,无质押,流通A股,8,2019-09-30
600418,合肥实勤股权投资合伙企业(普通合伙),3467.85万,1.83%,14.04%,流通A股,9,2019-09-30
600419,新疆生产建设兵团第十二师国有资产经营(集团)有限责任公司,7628.44万,36.83%,无质押,流通A股,1,2019-09-30
600419,中国建设银行股份有限公司-光大保德信动态优选灵活配置混合型证券投资基金,82.52万,0.40%,无质押,流通A股,10,2019-09-30
600419,新疆生产建设兵团乳业集团有限责任公司,2147.65万,10.37%,75.90%,流通A股,2,2019-09-30
600419,全国社保基金六零四组合,335.11万,1.62%,无质押,流通A股,3,2019-09-30
600419,全国社保基金四零四组合,154.97万,0.75%,无质押,流通A股,6,2019-09-30
600419,交通银行股份有限公司-光大保德信中小盘混合型证券投资基金,125.87万,0.61%,无质押,流通A股,7,2019-09-30
600419,广东潮金投资基金管理有限公司-潮金产融1号,110.00万,0.53%,无质押,流通A股,8,2019-09-30
600420,上海医药工业研究院,2.40亿,23.32%,-,流通A股,1,2019-10-25
600421,浙江恒顺投资有限公司,3813.68万,19.50%,无质押,流通A股,1,2019-09-30
600421,武汉新一代科技有限公司,3423.43万,17.50%,100.00%,流通A股,2,2019-09-30
600421,上海天纪投资有限公司,2438.15万,12.46%,无质押,流通A股,3,2019-09-30
600422,华立医药集团有限公司,2.35亿,30.86%,45.30%,流通A股,1,2019-09-30
600422,云南省工业投资控股集团有限责任公司,315.73万,0.41%,无质押,流通A股,10,2019-09-30
600422,云南合和(集团)股份有限公司,5998.27万,7.88%,无质押,流通A股,2,2019-09-30
600422,香港中央结算有限公司,2331.23万,3.06%,无质押,流通A股,3,2019-09-30
600422,中央汇金资产管理有限责任公司,1207.38万,1.59%,无质押,流通A股,4,2019-09-30
600422,中国证券金融股份有限公司,482.52万,0.63%,无质押,流通A股,6,2019-09-30
600422,华立集团股份有限公司,333.55万,0.44%,无质押,流通A股,8,2019-09-30
600423,柳州元通投资发展有限公司,2.01亿,25.22%,无质押,流通A股,1,2019-09-30
600423,中国建设银行股份有限公司广西壮族自治区分行,4925.65万,6.17%,无质押,流通A股,2,2019-09-30
600423,中国银行股份有限公司柳州分行,2523.78万,3.16%,无质押,流通A股,3,2019-09-30
600423,柳州化学工业集团有限公司,2282.62万,2.86%,75.61%,流通A股,4,2019-09-30
600423,中国工商银行股份有限公司柳州分行,2154.13万,2.70%,无质押,流通A股,5,2019-09-30
600423,中国农业银行股份有限公司广西壮族自治区分行,2083.85万,2.61%,无质押,流通A股,6,2019-09-30
600423,柳州化工股份有限公司破产企业财产处置专用账户,1914.72万,2.40%,无质押,流通A股,7,2019-09-30
600423,中国光大银行股份有限公司柳州分行,1135.99万,1.42%,无质押,流通A股,8,2019-09-30
600423,厦门国际银行股份有限公司,1067.74万,1.34%,无质押,流通A股,9,2019-09-30
600425,阿拉尔统众国有资产经营有限责任公司,3.61亿,26.21%,-,流通A股,1,2019-09-30
600425,嘉实基金-农业银行-嘉实中证金融资产管理计划,945.48万,0.69%,-,流通A股,10,2019-09-30
600425,新疆阿拉尔水利水电工程有限公司,4216.31万,3.06%,-,流通A股,2,2019-09-30
