股票代码,经营范围
002183,一般经营项目是：国内商业（不含限制项目）；计算机软硬件开发；企业管理咨询；黄金
002183,白银
002183,K金
002183,铂金
002183,钯金
002183,钻石
002183,珠宝等首饰的购销；化妆品的进出口及购销；汽车销售；初级农产品的购销以及其他国内贸易；机械设备租赁
002183,计算机及通信设备租赁（不含金融租赁项目及其他限制项目）；网上贸易
002183,进出口业务
002183,供应链管理及相关配套服务；游戏机及配件的进出口
002183,批发及销售;自有物业租赁；食品添加剂销售;化肥购销；铁矿石及镍矿石购销；饲料添加剂及煤炭的购销；铜精矿购销;有色金属制品的购销；润滑油的购销。（以上不含法律
002183,行政法规
002183,国务院决定规定禁止的及需前置审批的项目，限制的项目须取得许可后方可经营），许可经营项目是：预包装食品（含冷藏冷冻食品），乳制品（含婴幼儿配方乳粉）批发；燃料油
002183,沥青
002183,页岩油的批发
002183,进出口及相关配套业务（法律
002183,行政法规
002183,国务院决定规定禁止的及需前置审批的项目，限制的项目须取得许可后方可经营）；酒类的批发与零售；保健食品销售；特殊医学用途配方食品销售;大豆
002183,大米
002183,玉米的购销；天然气的购销。
002184,工业自动化
002184,电子电气及信息领域的系统集成和相关产品的研发
002184,制造
002184,销售
002184,技术开发
002184,技术转让
002184,技术咨询和技术服务，新能源发电工程的设计
002184,开发
002184,投资
002184,建设和经营，机电安装工程承包，自营和代理各类商品及技术的进出口业务（国家限定公司经营或禁止进出口的商品及技术除外），自有房屋租赁，附设分支机构。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
002185,半导体集成电路研发
002185,生产
002185,封装
002185,测试
002185,销售；LED及应用产品和MEMS研发
002185,生产
002185,销售；电子产业项目投资；经营本企业自产产品及技术的出口业务和本企业所需的机械设备
002185,零配件
002185,原辅材料及技术的进口业务；房屋租赁；水
002185,电
002185,气及供热
002185,供冷等相关动力产品和服务（国家限制的除外）。
002187,商品批发贸易（许可审批类商品除外）;钟表维修服务;技术进出口;企业管理咨询服务;日用电器修理;装卸搬运;其他仓储业（不含原油
002187,成品油仓储
002187,燃气仓储
002187,危险品仓储）;广告业;洗衣服务;场地租赁（不含仓储）;摄影服务;照片扩印及处理服务;货物进出口（专营专控商品除外）;物业管理;验光配镜服务;道路货物运输代理;停车场经营;乳制品批发;烟草制品零售;酒类零售;药品零售;复印服务;预包装食品零售;预包装食品批发;散装食品批发;乳制品零售;二
002187,三类医疗器械零售;内贸普通货物运输;散装食品零售;道路货物运输。
002188,通讯电声器材的生产，电声器材
002188,电声元器件
002188,电声组合件以及相关的工装
002188,设备的研发
002188,销售，经营进出口业务，智能硬件
002188,智能终端设备及其组件的研发
002188,销售，计算机软件
002188,智能硬件和智能终端设备的应用软件的开发
002188,技术服务
002188,技术转让，设计
002188,制作
002188,代理
002188,发布国内各类广告。投资管理，会展服务。
002189,精密光学元件
002189,光学镜头
002189,数码投影产品
002189,光伏电池模组及系统应用等太阳聚能产品
002189,光学辅料
002189,光敏电阻
002189,光电仪器设备等相关产品和零部件的研发
002189,设计
002189,生产
002189,销售
002189,安装和售后服务。各类光电显示设备
002189,雷达
002189,周界防范设备
002189,计算机软件
002189,电力设备
002189,二三类机电设备
002189,电梯
002189,"铝塑及非金属类管材(不含危化品)销售;金属表面处理及热加工处理,金属加工机械制造,非金属表面处理"
002189,"加工;计算机信息系统集成服务,安全技术防范工程设计"
002189,施工
002189,"维修二级;货物和技术进出口(国家禁止或涉及行政审批的货物和技术进出口除外)(依法须经批准的项目,经相关部门批准后方可开展经营活动)"
002186,餐饮服务；食品加工；销售食品
002186,医疗器械；零售卷烟（仅限分公司经营）；普通货运
002186,货物专用运输（冷藏保鲜）（仅限分公司经营）；文化娱乐服务；种植；养殖家禽；物业管理（含写字间出租）；销售食品工业专用设备
002186,百货
002186,日用杂品
002186,针纺织品
002186,工艺美术品
002186,家具
002186,礼品
002186,五金交电
002186,电子计算机及外部设备
002186,装饰材料和自行开发后产品；技术开发；技术培训；技术服务；室内外装饰装潢；接受委托为企事业单位提供劳务服务；信息咨询；货物进出口；技术进出口；代理进出口；会议服务；承办展览展示活动。
002190,模具的设计
002190,研发
002190,生产；飞机及直升机零件（不含发动机
002190,螺旋浆）制造（另设分支机构或另择经营场地经营）；计算机集成技术开发与应用；货物进出口
002190,技术进出口；（以上经营范围依法须经批准的项目，经相关部门批准后方可开展经营活动）
002191,包装材料及印刷材料技术的设计
002191,研发;商品商标的设计
002191,印刷(含烟草
002191,"药品商标);转让自行开发的技术成果,从事企业形象策划,经济信息咨询,计算机软件;自有物业租赁;承接包装材料的制版"
002191,印刷及生产业务(仅限于分支机构);货物与技术进出口;有形动产租赁(不含金融租赁业务);生物专业领域内技术开发
002191,技术转让
002191,技术咨询
002191,技术服务(法律
002191,行政法规
002191,"国务院决定禁止的项目除外,限制的项目须取得许可后方可经营);健康管理"
002191,健康咨询(不得从事诊疗活动和心理咨询)。
002193,纺织品
002193,服装
002193,纺织机械及配件
002193,纺织原料及辅料等相关产品的生产
002193,销售；备案范围进出口业务；纺织服装技术的研发
002193,推广
002193,转让
002193,咨询
002193,服务；房屋租赁。
002192,企业自有资金投资；城市及道路照明工程施工；能源管理服务；节能技术推广服务；投资管理服务；企业财务咨询服务；企业管理咨询服务；担保服务（融资性担保除外）；供应链管理；金属及金属矿批发（国家专营专控类除外）；能源技术研究
002192,技术开发服务；电子快译通
002192,电子记事本
002192,电子词典等电子设备制造；电子工业专用设备制造；电子工程设计服务；机电设备安装服务；货物进出口（专营专控商品除外）；技术进出口；商品批发贸易（许可审批类商品除外）；商品零售类贸易（许可审批类商品除外）；融资租赁服务；其他稀有金属矿采选；其他贵金属矿采眩
002194,通讯
002194,电子
002194,计算机软件开发
002194,研制
002194,技术服务；通信设备制造；线路安装；仪器仪表
002194,电子元器件
002194,计算机
002194,汽车电子零部件零售兼批发；网络信息安全
002194,网络应用平台软硬件的研发
002194,批发零售；自营和代理各类商品和技术的进出口（不含国家禁止或限制进出口的货物或技术）。（依法须经审批的项目，经相关部门审批后方可开展经营活动）
002196,一般经营项目：电机
002196,缝纫机的制造
002196,销售；五金工具的销售；经营进出口业务。
002195,计算机软
002195,硬件系统及相关系统的集成
002195,开发
002195,咨询
002195,销售及服务，经营本企业自产产品的出口业务和本企业所需的机械设备
002195,零配件
002195,原辅材料的进出口业务（但国家限定公司经营或禁止进出口的商品及技术除外），本企业包括本企业控股的成员企业，信息服务业务（含短信息服务业务，不含互联网信息服务业务，电话信息服务业务）
002197,计算机软件
002197,硬件
002197,外围设备，电子产品，自助设备及配件，金融机具设备，通讯设备，金融支付终端设备的开发
