机构名称,类型
北京中邮资产管理有限公司,一般法人
邮政科学研究规划院,一般法人
浙江国泰建设集团有限公司,一般法人
佛山市通助基金投资有限公司,一般法人
北信瑞丰基金-浦发银行-爱建信托-爱建信托云溪2号事务管理类集合资金信托计划,一般法人
国泰君安创新投资有限公司-证券行业支持民企发展系列之国君通济一号私募股权投资基金,一般法人
民生证券投资有限公司,一般法人
湖南科力远高技术集团有限公司,一般法人
湖南省烟草公司株洲市公司,一般法人
长安基金-长安平安富贵千金净雅投资计划,一般法人
北方凌云工业集团有限公司,一般法人
苏州瑞顺创业投资企业(有限合伙),一般法人
双良集团有限公司,一般法人
江苏利创新能源有限公司,一般法人
江苏澄利投资咨询有限公司,一般法人
江阴同盛企业管理中心(有限合伙),一般法人
保定风帆集团有限责任公司,一般法人
富诚海富通资产-民生银行-中国民生信托有限公司,一般法人
深圳市红塔资产-中信银行-中信信托-中信·宏商金融投资项目1601期单一资金信托,一般法人
深圳新华富时-中信银行-国投泰康信托-国投泰康信托金雕399号单一资金信托,一般法人
长信基金管理有限责任公司-聚富8号资产管理计划,一般法人
上海汽车集团股权投资有限公司,一般法人
中国(福建)对外贸易中心集团有限责任公司,一般法人
方正富邦基金-包商银行-紫金亿丰(北京)投资管理有限公司,一般法人
福州港务集团有限公司,一般法人
福建长源纺织有限公司,一般法人
信达澳银基金-光大银行-中航信托-天启520号中创信测定增项目集合资金信托计划,一般法人
北京华赛大有投资基金(有限合伙),一般法人
天兆欣(天津)股权投资基金合伙企业(有限合伙),一般法人
财通基金管理有限公司-中国长城资产管理公司,一般法人
东方红内需增长集合资产管理计划,券商集合理财
扬州福源化工科技有限公司,一般法人
江苏扬农化工集团有限公司,一般法人
江苏亨通光电股份有限公司回购专用证券账户,一般法人
苏州信托有限公司-苏信财富·华彩H1402单一资金信托,一般法人
苏州信托有限公司-苏信财富·华彩H1503单一资金信托,一般法人
金元顺安基金-兴业银行-爱建信托-爱建信托欣欣10号定向增发事务管理类单一资金信托,一般法人
金元顺安基金-兴业银行-爱建信托-爱建信托欣欣9号定向增发事务管理类单一资金信托,一般法人
天津宜药印务有限公司,一般法人
天津药业集团有限公司,一般法人
广州德福股权投资基金合伙企业(有限合伙),一般法人
中国黄金集团有限公司,一般法人
上海安企管理软件有限公司,一般法人
鹏欣环球资源股份有限公司回购专用证券账户,一般法人
中信保诚基金-中信银行-中信保诚基金定丰83号资产管理计划,一般法人
信达澳银基金-浙商银行-信达澳银基金-定增26号资产管理计划,一般法人
平安基金-浙商银行-平安大华多鑫1号资产管理计划,一般法人
建信基金-兴业银行-建信华鑫信托慧智投资122号资产管理计划,一般法人
陕西省国际信托股份有限公司-陕国投·金玉30号证券投资集合资金信托计划,一般法人
山西江阳化工有限公司,一般法人
晋西工业集团有限责任公司,一般法人
六安市产业投资发展有限公司,一般法人
杭州尚亚企业管理咨询有限公司,一般法人
精工控股集团有限公司,一般法人
九泰基金-邮储银行-中邮证券有限责任公司,一般法人
拉萨行动电子科技有限公司,一般法人
深圳市国协一期股权投资基金合伙企业(有限合伙),一般法人
湖南三力通信经贸公司,一般法人
佛山市叶盛投资有限公司,一般法人
广东科达洁能股份有限公司回购专用证券账户,一般法人
深圳前海千惠资产管理有限公司,信托公司
中国中化股份有限公司,一般法人
南京晨光集团有限责任公司,一般法人
航天科工资产管理有限公司,一般法人
凤台县永幸河灌区管理总站,一般法人
安徽国贸联创投资有限公司,一般法人
金寨水电开发有限公司,一般法人
上海南江(集团)有限公司,一般法人
上海泽熙增煦投资中心(有限合伙),一般法人
闽发证券有限责任公司破产管理人,一般法人
凉山州发展(控股)集团有限责任公司,一般法人
四川昭觉电力有限责任公司,一般法人
新疆融盛投资有限公司,一般法人
方大钢铁-中信建投证券-18方钢EB担保及信托财产专户,一般法人
江西汽车板簧有限公司,一般法人
珠海市聚隆投资管理有限公司,信托公司
新疆天富集团有限责任公司,一般法人
石河子市天信投资发展有限公司,一般法人
上海综艺控股有限公司,一般法人
常州国有资产投资经营有限公司,一般法人
常高新集团有限公司,一般法人
黑牡丹(集团)股份有限公司回购专用证券账户,一般法人
平安资管-邮储银行-如意10号资产管理产品,一般法人
北信瑞丰基金-浙商银行-华能贵诚信托-华能信托·腾达3号集合资金信托计划,一般法人
金元顺安基金-农业银行-华能贵诚信托-华能信托·腾达2号集合资金信托计划,一般法人
上海意定投资管理有限公司,信托公司
江苏联环药业集团有限公司,一般法人
淮海天玺投资管理有限公司,一般法人
国泓资产-兴业证券-重庆晟达弘科技有限公司,一般法人
大业信托有限责任公司,信托公司
广东粤财信托有限公司-粤财信托·海航基础定增集合资金信托计划,一般法人
海航实业集团有限公司,一般法人
融通资本-平安银行-陕西省国际信托-陕国投·庆元20号定向投资集合资金信托计划,一般法人
鹏华资产-平安银行-陕西省国际信托-陕国投·耀晟定增1号定向投资集合资金信托计划,一般法人
上海置信(集团)有限公司,一般法人
上海置信电气工程安装有限公司,一般法人
国网电力科学研究院有限公司,一般法人
安泰创业投资(深圳)有限公司,一般法人
常州燕泽永惠投资中心(有限合伙),一般法人
康美实业投资控股有限公司,一般法人
普宁市国际信息咨询服务有限公司,一般法人
普宁市金信典当行有限公司,一般法人
中融沪港深大消费主题灵活配置混合型发起式证券投资基金A,基金
博时上证50交易型开放式指数证券投资基金联接基金A,基金
富国民裕进取沪港深成长精选混合型证券投资基金,基金
富国沪港深业绩驱动混合型证券投资基金,基金
深圳市瑞丰汇邦资产管理有限公司,信托公司
深圳市金汇荣盛财富管理有限公司,信托公司
贵州茅台酒厂集团技术开发公司,一般法人
贵州金融控股集团有限责任公司(贵州贵民投资集团有限责任公司),一般法人
银华混改红利灵活配置混合型发起式证券投资基金,基金
中天科技集团有限公司,一般法人
北信瑞丰基金-招商银行-华润深国投信托-华润信托·皓熙定增1号集合资金信托计划,一般法人
平安基金-浦发银行-云南国际信托-云信智兴2017-213号单一资金信托,一般法人
江苏中天科技股份有限公司回购专用证券账户,一般法人
中国航空汽车工业控股有限公司,一般法人
青岛厚懿投资合伙企业(有限合伙),信托公司
山东科兴药业有限公司,一般法人
深圳市藏金壹号投资企业(有限合伙),一般法人
珠海保税区金诺信贸易有限公司,一般法人
菲达集团有限公司,一般法人
上海虢实投资合伙企业(有限合伙),一般法人
方正证券股份有限公司客户信用交易担保证券账户,一般法人
苏州市相城区黄埭镇集体资产经营公司,一般法人
中铁二局建设有限公司,一般法人
沂源县公有资产管理委员会,一般法人
上海中金资本投资有限公司,一般法人
上海国际株式会社,一般法人
上海恒石投资管理有限公司,一般法人
上海新路达商业(集团)有限公司,一般法人
上海茸北工贸实业总公司,一般法人
中金投资(集团)有限公司,一般法人
新疆汇中怡富投资有限公司,一般法人
锦江国际(集团)有限公司,一般法人
中国黄金集团资产管理有限公司,一般法人
北京大观投资管理有限公司,信托公司
河南豫光金铅集团有限责任公司,一般法人
济源投资集团有限公司,一般法人
上海晶茨投资管理有限公司,一般法人
淄博宏达矿业有限公司,一般法人
南京市园林实业总公司,一般法人
南京栖霞国有资产经营有限公司,一般法人
南京栖霞建设集团有限公司,一般法人
天士力控股集团有限公司,一般法人
天津和悦科技发展合伙企业(有限合伙),一般法人
天津康顺科技发展合伙企业(有限合伙),一般法人
深圳市勤诚达投资管理有限公司,一般法人
北京刚乾腾旭投资有限公司,一般法人
永新华韵文化产业投资集团有限公司,一般法人
甘肃黄羊河农工商(集团)有限责任公司,一般法人
上海永钧股权投资合伙企业(有限合伙),一般法人
华山投资有限公司,一般法人
